_repeat_id,_thread_id,n_configs,n_locs,t_search,t_total,cnt_singular,cnt_and,cnt_or,cnt_mixed,cnt_pure,cnt_mix_ok,cnt_mix_fail,cnt_total,hash,iter,n_cache_hit,n_locs_total,n_locs_uniq,repeat_id,t_runner,t_runner_total
0,0,2048,99,0,0,11,5,1,10,17,7,3,27,bef6f8eb34da31d90bf716b37a074e28,1,2048,-1,27,10,0,0,

MED,0,2048,99,0,0,11,5,1,10,17,7,3,27,nan,1,2048,-1,27,10,0,0,
SIR,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,0,0,0,0,
MEAN,0,2048,99,0,0,11,5,1,10,17,7,3,27,nan,1,2048,-1,27,10,0,0,
