_repeat_id,_thread_id,n_configs,n_locs,t_search,t_total,cnt_singular,cnt_and,cnt_or,cnt_mixed,cnt_pure,cnt_mix_ok,cnt_mix_fail,cnt_total,hash,iter,n_cache_hit,n_locs_total,n_locs_uniq,repeat_id,t_runner,t_runner_total
0,0,17280,125,0,0,2,3,2,10,7,0,10,17,faad20a1b5063389f38a4262f9f26092,1,17280,-1,17,10,0,0,

MED,0,17280,125,0,0,2,3,2,10,7,0,10,17,nan,1,17280,-1,17,10,0,0,
SIR,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,0,0,0,0,
MEAN,0,17280,125,0,0,2,3,2,10,7,0,10,17,nan,1,17280,-1,17,10,0,0,
