_repeat_id,n_configs,delta_locs,avg_mcc,cnt_exact,cnt_interactions,cnt_wrong,avg_f,_thread_id,wrong_locs
38,15864,0,0.990747,126,151,25,0.990658,17,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
39,16069,0,0.990217,126,151,25,0.990118,27,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
40,16253,0,0.989765,126,151,25,0.989645,9,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
41,16450,0,0.989106,126,151,25,0.988971,18,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
42,16633,0,0.990138,126,151,25,0.990040,11,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
43,16835,0,0.990271,126,151,25,0.990167,28,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
44,16998,0,0.989533,126,151,25,0.989376,7,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
45,17143,0,0.990146,126,151,25,0.990005,4,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
46,17327,0,0.989844,126,151,25,0.989702,15,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
47,17511,0,0.990836,126,151,25,0.990732,20,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
48,17668,0,0.990509,126,151,25,0.990412,26,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
49,17881,0,0.989654,126,151,25,0.989539,13,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
50,18078,0,0.990298,126,151,25,0.990196,14,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
51,18244,0,0.990719,126,151,25,0.990620,3,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
52,18396,0,0.991181,126,151,25,0.991076,8,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
53,18527,0,0.991665,126,151,25,0.991559,10,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
54,18702,0,0.992678,126,151,25,0.992587,16,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
55,18895,0,0.993020,126,151,25,0.992944,12,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
56,19052,0,0.992593,126,151,25,0.992522,19,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
57,19191,0,0.992882,126,151,25,0.992812,0,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:2865 sort.c:2888 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
58,19352,0,0.995050,128,151,23,0.994977,6,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3169 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
59,19509,0,0.995200,129,151,22,0.995142,21,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
60,19632,0,0.995144,129,151,22,0.995085,5,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
61,19739,0,0.995225,129,151,22,0.995166,31,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
62,19839,0,0.995180,129,151,22,0.995121,27,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
63,19975,0,0.995127,129,151,22,0.995066,9,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2591 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
64,20081,0,0.994958,130,151,21,0.994893,7,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
65,20203,0,0.994956,130,151,21,0.994893,3,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2668 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
66,20315,0,0.995208,131,151,20,0.995153,23,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
67,20429,0,0.995134,131,151,20,0.995077,17,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
68,20553,0,0.995296,131,151,20,0.995245,22,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
69,20691,0,0.995428,131,151,20,0.995378,15,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
70,20837,0,0.995503,131,151,20,0.995454,4,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
71,20979,0,0.995355,131,151,20,0.995304,24,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
72,21069,0,0.995349,131,151,20,0.995297,20,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
73,21186,0,0.995712,131,151,20,0.995662,25,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
74,21267,0,0.995867,131,151,20,0.995820,28,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
75,21391,0,0.995885,131,151,20,0.995837,18,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
76,21491,0,0.995870,131,151,20,0.995821,11,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
77,21613,0,0.995908,131,151,20,0.995859,13,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
78,21727,0,0.995876,131,151,20,0.995827,14,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
79,21850,0,0.995963,131,151,20,0.995914,2,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3173 sort.c:3212 sort.c:3492 sort.c:3497 ,
80,21984,0,0.996266,132,151,19,0.996224,8,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
81,22094,0,0.996341,132,151,19,0.996301,16,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
82,22217,0,0.996391,132,151,19,0.996352,26,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
83,22349,0,0.996374,132,151,19,0.996334,19,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
84,22470,0,0.996522,132,151,19,0.996483,10,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
85,22577,0,0.996578,132,151,19,0.996539,12,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
86,22701,0,0.996561,132,151,19,0.996522,21,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
87,22824,0,0.996524,132,151,19,0.996485,6,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
88,22942,0,0.996174,132,151,19,0.996123,31,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
89,23082,0,0.996417,132,151,19,0.996371,0,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
90,23235,0,0.996445,132,151,19,0.996401,30,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
91,23389,0,0.996471,132,151,19,0.996429,7,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
92,23542,0,0.996674,132,151,19,0.996638,5,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
93,23681,0,0.997064,132,151,19,0.997030,29,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
94,23809,0,0.997107,132,151,19,0.997073,27,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
95,23938,0,0.997179,132,151,19,0.997145,23,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
96,24091,0,0.997251,132,151,19,0.997217,25,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
97,24182,0,0.997400,132,151,19,0.997366,22,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
98,24309,0,0.997381,132,151,19,0.997346,4,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
99,24422,0,0.997505,132,151,19,0.997471,24,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
100,24548,0,0.997682,132,151,19,0.997649,9,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
101,24692,0,0.997717,132,151,19,0.997684,11,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2558 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2610 sort.c:2695 sort.c:2696 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
102,24820,0,0.997748,135,151,16,0.997715,17,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2695 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
103,24952,0,0.997760,135,151,16,0.997727,20,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2695 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
104,25025,0,0.997782,135,151,16,0.997749,8,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2695 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
105,25114,0,0.997760,135,151,16,0.997727,13,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2695 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
106,25202,0,0.997660,135,151,16,0.997626,3,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2695 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
107,25256,0,0.997667,135,151,16,0.997633,28,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2695 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
108,25333,0,0.997695,135,151,16,0.997661,14,sort.c:1768 sort.c:2032 sort.c:2281 sort.c:2298 sort.c:2570 sort.c:2590 sort.c:2604 sort.c:2695 sort.c:2698 sort.c:2747 sort.c:2752 sort.c:2755 sort.c:2757 sort.c:3212 sort.c:3492 sort.c:3497 ,
