_repeat_id,_thread_id,min_c
0,4,6,
1,10,6,
2,14,6,
3,2,6,
4,3,6,
5,0,6,
6,15,6,
7,11,6,
8,5,6,
9,9,7,
10,1,6,
11,8,6,
12,12,7,
13,7,6,
14,6,6,
15,13,6,
16,6,6,
17,7,6,
18,13,6,
19,1,6,

MED,7,6,
SIR,4,0,
MEAN,7.35,6.1,
MIN,0,6,
MAX,15,7,
