_repeat_id,_thread_id,min_c
0,12,7,
1,14,7,
2,9,7,
3,5,7,
4,13,6,
5,10,6,
6,7,7,
7,2,6,
8,0,6,
9,8,7,
10,1,7,
11,3,7,
12,6,6,
13,4,7,
14,11,6,
15,15,6,
16,6,6,
17,12,7,
18,13,6,
19,1,6,

MED,7.5,6.5,
SIR,4.25,0.5,
MEAN,7.6,6.5,
MIN,0,6,
MAX,15,7,
