_repeat_id,_thread_id,min_c
0,13,17,
1,14,18,
2,0,17,
3,1,15,
4,15,18,
5,2,18,
6,5,15,
7,6,15,
8,7,18,
9,3,25,
10,8,21,
11,10,16,
12,12,16,
13,11,21,
14,4,19,
15,9,20,
16,6,22,
17,3,18,
18,4,17,
19,7,17,

MED,6.5,18,
SIR,3.5,1.5,
MEAN,7,18.15,
MIN,0,15,
MAX,15,25,
