_repeat_id,_thread_id,min_c
0,11,8,
1,14,10,
2,13,8,
3,4,9,
4,1,8,
5,15,10,
6,6,9,
7,2,9,
8,8,11,
9,9,8,
10,0,8,
11,7,9,
12,10,10,
13,3,8,
14,5,8,
15,12,8,
16,2,9,
17,0,8,
18,15,9,
19,11,10,

MED,7.5,9,
SIR,4.5,0.75,
MEAN,7.4,8.85,
MIN,0,8,
MAX,15,11,
