_repeat_id,_thread_id,min_c
0,12,6,
1,14,5,
2,2,5,
3,15,5,
4,9,6,
5,10,5,
6,13,7,
7,4,5,
8,7,5,
9,8,5,
10,0,5,
11,1,5,
12,5,5,
13,11,6,
14,6,6,
15,3,5,
16,10,5,
17,0,6,
18,12,5,
19,4,5,

MED,7.5,5,
SIR,4,0.5,
MEAN,7.3,5.35,
MIN,0,5,
MAX,15,7,
