_repeat_id,_thread_id,min_c
0,12,8,
1,2,6,
2,15,7,
3,1,7,
4,0,8,
5,10,7,
6,5,8,
7,9,6,
8,3,8,
9,14,7,
10,6,8,
11,7,6,
12,4,6,
13,13,7,
14,8,8,
15,11,6,
16,4,7,
17,12,6,
18,9,6,
19,0,7,

MED,7.5,7,
SIR,4,1,
MEAN,7.25,6.95,
MIN,0,6,
MAX,15,8,
